t	roll	pitch	yaw
1342.2550	0.1071	0.2696	-117.9243
1342.2600	0.1717	0.4713	-118.5174
1342.2650	0.1717	0.4713	-118.5174
1342.2700	0.1770	0.2561	-119.1130
1342.2750	0.1770	0.2561	-119.1130
1342.2800	0.1097	0.2724	-119.7075
1342.2850	0.1097	0.2724	-119.7075
1342.2900	0.1097	0.2724	-119.7075
1342.2950	0.0506	0.3138	-120.3020
1342.3000	0.0733	0.2155	-120.8967
1342.3050	0.0733	0.2155	-120.8967
1342.3100	-0.0166	0.2010	-121.4915
1342.3150	-0.0166	0.2010	-121.4915
1342.3200	-0.2245	0.2244	-122.0864
1342.3250	-0.2245	0.2244	-122.0864
1342.3300	0.1836	0.1038	-122.6802
1342.3350	0.1836	0.1038	-122.6802
1342.3400	0.0444	0.2877	-123.2741
1342.3450	0.0444	0.2877	-123.2741
1342.3500	0.1060	0.2178	-123.8686
1342.3550	0.1060	0.2178	-123.8686
1342.3600	0.0068	0.2453	-124.4632
1342.3650	0.0068	0.2453	-124.4632
1342.3700	0.0862	0.2786	-125.0571
1342.3750	0.0862	0.2786	-125.0571
1342.3800	0.0800	0.3166	-125.6514
1342.3850	0.0800	0.3166	-125.6514
1342.3900	0.0839	0.2640	-126.2460
1342.3950	0.0839	0.2640	-126.2460
1342.4000	0.0572	0.4538	-126.8396
1342.4050	0.0572	0.4538	-126.8396
1342.4100	0.0596	0.2566	-127.4348
1342.4150	0.0596	0.2566	-127.4348
1342.4200	0.0741	0.2028	-128.0294
1342.4250	0.0741	0.2028	-128.0294
1342.4300	0.0103	0.3273	-128.6234
1342.4350	0.0103	0.3273	-128.6234
1342.4400	0.1051	0.2664	-129.2177
1342.4450	0.1051	0.2664	-129.2177
1342.4500	0.1694	0.2773	-129.8118
1342.4550	0.1694	0.2773	-129.8118
1342.4600	0.1741	0.0394	-130.4074
1342.4650	0.1741	0.0394	-130.4074
1342.4700	0.0343	0.2158	-131.0012
1342.4750	0.0343	0.2158	-131.0012
1342.4800	0.2164	0.2525	-131.5949
1342.4850	0.2164	0.2525	-131.5949
1342.4900	0.0922	0.2633	-132.1895
1342.4950	0.0922	0.2633	-132.1895
1342.5000	0.2814	0.1246	-132.7842
1342.5050	0.2814	0.1246	-132.7842
1342.5100	0.1755	0.3343	-133.3776
1342.5150	0.1755	0.3343	-133.3776
1342.5200	-0.0304	0.3243	-133.9726
1342.5250	-0.0304	0.3243	-133.9726
1342.5300	0.1187	0.2277	-134.5670
1342.5350	0.1187	0.2277	-134.5670
1342.5400	-0.0053	0.5033	-135.1606
1342.5450	-0.0053	0.5033	-135.1606
1342.5500	0.0943	0.2705	-135.7555
1342.5550	0.0943	0.2705	-135.7555
1342.5600	0.1957	0.2200	-136.3498
1342.5650	0.1957	0.2200	-136.3498
1342.5700	-0.0109	0.3851	-136.9440
1342.5750	-0.0109	0.3851	-136.9440
1342.5800	0.1890	0.1969	-137.5386
1342.5850	0.1890	0.1969	-137.5386
1342.5900	0.0834	0.2770	-138.1328
1342.5950	0.0834	0.2770	-138.1328
1342.6000	0.3573	0.2915	-138.7263
1342.6050	0.3573	0.2915	-138.7263
1342.6100	0.3573	0.2915	-138.7263
1342.6150	0.1319	0.2475	-139.3214
1342.6200	0.2679	0.1892	-139.9158
1342.6250	0.2679	0.1892	-139.9158
1342.6300	0.0597	0.2198	-140.5103
1342.6350	0.0597	0.2198	-140.5103
1342.6400	0.0858	0.2913	-141.1042
1342.6450	0.0858	0.2913	-141.1042
1342.6500	0.2029	0.3625	-141.6979
1342.6550	0.2029	0.3625	-141.6979
1342.6600	-0.1124	0.1957	-142.2935
1342.6650	-0.1124	0.1957	-142.2935
1342.6700	0.0433	0.3477	-142.8870
1342.6750	0.0433	0.3477	-142.8870
1342.6800	0.1497	0.2444	-143.4815
1342.6850	0.1497	0.2444	-143.4815
1342.6900	0.0422	0.0961	-144.0766
1342.6950	0.0422	0.0961	-144.0766
1342.7000	0.3182	0.3085	-144.6695
1342.7050	0.3182	0.3085	-144.6695
1342.7100	0.3182	0.3085	-144.6695
1342.7150	0.0096	0.2104	-145.2648
1342.7220	0.0096	0.2104	-145.2648
1342.7250	-0.0055	0.4379	-145.8584
1342.7300	0.0993	0.3506	-146.4527
1342.7350	0.0993	0.3506	-146.4527
1342.7400	-0.0285	0.4595	-147.0470
1342.7450	-0.0285	0.4595	-147.0470
1342.7500	-0.1709	0.1885	-147.6421
1342.7550	-0.1709	0.1885	-147.6421
1342.7600	0.2239	0.3211	-148.2354
1342.7650	0.2239	0.3211	-148.2354
1342.7700	0.1188	0.3606	-148.8298
1342.7750	0.1188	0.3606	-148.8298
1342.7800	-0.0684	0.2549	-149.4247
1342.7850	-0.0684	0.2549	-149.4247
1342.7900	0.1761	0.2529	-150.0187
1342.7950	0.1761	0.2529	-150.0187
1342.8000	-0.1926	0.5275	-150.6131
1342.8050	-0.1926	0.5275	-150.6131
1342.8100	0.0455	0.2623	-151.2074
1342.8150	0.0455	0.2623	-151.2074
1342.8200	0.4302	-0.0649	-151.8033
1342.8250	0.4302	-0.0649	-151.8033
1342.8300	0.0546	0.3218	-152.3957
1342.8360	0.0546	0.3218	-152.3957
1342.8400	0.0546	0.3218	-152.3957
1342.8450	0.1355	0.2253	-152.9902
1342.8500	0.0961	0.2062	-153.5846
1342.8550	0.0961	0.2062	-153.5846
1342.8600	-0.2324	0.3177	-154.1790
1342.8650	-0.2324	0.3177	-154.1790
1342.8700	0.1395	-0.6084	-154.7763
1342.8750	0.1395	-0.6084	-154.7763
1342.8800	0.1395	-0.6084	-154.7763
1342.8850	0.0901	0.2538	-155.3673
1342.8900	0.0900	-0.0017	-155.9624
1342.8950	0.0900	-0.0017	-155.9624
1342.9000	0.0667	0.3121	-156.5556
1342.9050	0.0667	0.3121	-156.5556
1342.9100	-0.1187	0.4684	-157.1499
1342.9150	-0.1187	0.4684	-157.1499
1342.9200	0.0927	0.0502	-157.7450
1342.9250	0.0927	0.0502	-157.7450
1342.9300	-0.0445	0.3284	-158.3386
1342.9350	-0.0445	0.3284	-158.3386
1342.9400	-0.1011	0.2923	-158.9330
1342.9450	-0.1011	0.2923	-158.9330
1342.9500	0.1289	0.2838	-159.5270
1342.9550	0.1289	0.2838	-159.5270
1342.9600	0.2413	0.1602	-160.1217
1342.9650	0.2413	0.1602	-160.1217
1342.9700	0.3037	0.2010	-160.7158
1342.9750	0.3037	0.2010	-160.7158
1342.9800	-0.0822	0.3587	-161.3099
1342.9850	-0.0822	0.3587	-161.3099
1342.9900	0.1175	0.2227	-161.9043
1342.9950	0.1175	0.2227	-161.9043
1343.0000	0.1487	0.3088	-162.4982
1343.0050	0.1487	0.3088	-162.4982
1343.0100	-0.0100	0.3574	-163.0925
1343.0150	-0.0100	0.3574	-163.0925
1343.0200	0.1407	0.1821	-163.6872
1343.0250	0.1407	0.1821	-163.6872
1343.0300	0.5104	0.7542	-164.2778
1343.0350	0.5104	0.7542	-164.2778
1343.0400	0.0607	0.4489	-164.8750
1343.0450	0.0607	0.4489	-164.8750
1343.0500	0.0350	0.2353	-165.4698
1343.0550	0.0350	0.2353	-165.4698
1343.0600	0.1467	0.3190	-166.0637
1343.0650	0.1467	0.3190	-166.0637
1343.0700	0.0738	0.2713	-166.6582
1343.0750	0.0738	0.2713	-166.6582
1343.0800	-0.1276	0.3240	-167.2525
1343.0850	-0.1276	0.3240	-167.2525
1343.0900	0.0394	0.1037	-167.8471
1343.0950	0.0394	0.1037	-167.8471
1343.1000	0.0609	0.5078	-168.4404
1343.1050	0.0609	0.5078	-168.4404
1343.1100	0.1133	0.2751	-169.0352
1343.1150	0.1133	0.2751	-169.0352
1343.1200	0.0971	0.3185	-169.6293
1343.1250	0.0971	0.3185	-169.6293
1343.1300	0.1296	0.1320	-170.2240
1343.1350	0.1296	0.1320	-170.2240
1343.1400	0.1055	0.2334	-170.8180
1343.1450	0.1055	0.2334	-170.8180
1343.1500	0.0383	0.2593	-171.4122
1343.1550	0.0383	0.2593	-171.4122
1343.1600	0.2778	0.5165	-172.0054
1343.1650	0.2778	0.5165	-172.0054
1343.1700	0.1279	0.4324	-172.6002
1343.1750	0.1279	0.4324	-172.6002
1343.1800	-0.0830	0.2015	-173.1950
1343.1850	-0.0830	0.2015	-173.1950
1343.1900	0.0743	0.1868	-173.7893
1343.1950	0.0743	0.1868	-173.7893
1343.2000	0.0756	0.3296	-174.3833
1343.2050	0.0756	0.3296	-174.3833
1343.2100	-0.0248	0.3376	-174.9776
1343.2150	-0.0248	0.3376	-174.9776
1343.2200	0.2225	0.4339	-175.5713
1343.2250	0.2225	0.4339	-175.5713
1343.2300	0.0926	0.2634	-176.1661
1343.2350	0.0926	0.2634	-176.1661
1343.2400	0.1027	0.4105	-176.7601
1343.2450	0.1027	0.4105	-176.7601
1343.2500	0.3860	0.5783	-177.3532
1343.2550	0.3860	0.5783	-177.3532
1343.2600	0.2358	0.3498	-177.9486
1343.2650	0.2358	0.3498	-177.9486
1343.2700	0.2358	0.3498	-177.9486
1343.2750	-0.0292	0.3483	-178.5430
1343.2800	0.2794	-0.0166	-179.1382
1343.2850	0.2794	-0.0166	-179.1382
1343.2900	0.0612	0.3063	-179.7315
1343.2950	0.0612	0.3063	-179.7315
1343.3000	0.0848	0.3027	179.6743
1343.3050	0.0848	0.3027	179.6743
1343.3100	0.1015	0.2098	179.0799
1343.3150	0.1015	0.2098	179.0799
1343.3200	0.0997	0.2895	178.4858
1343.3250	0.0997	0.2895	178.4858
1343.3300	0.1716	0.1515	177.8913
1343.3350	0.1716	0.1515	177.8913
1343.3400	0.0717	0.3599	177.2974
1343.3450	0.0717	0.3599	177.2974
1343.3500	0.0556	0.3290	176.7031
1343.3550	0.0556	0.3290	176.7031
1343.3600	0.0556	0.3290	176.7031
1343.3650	0.1273	0.2463	176.1087
1343.3700	0.0769	0.2538	175.5145
1343.3750	0.0769	0.2538	175.5145
1343.3800	0.1876	0.3354	174.9205
1343.3850	0.1876	0.3354	174.9205
1343.3900	0.0668	0.2979	174.3261
1343.3950	0.0668	0.2979	174.3261
1343.4000	0.0378	0.1087	173.7318
1343.4050	0.0378	0.1087	173.7318
1343.4100	0.1327	0.2130	173.1375
1343.4150	0.1327	0.2130	173.1375
1343.4200	0.1327	0.2130	173.1375
1343.4250	-0.0746	0.1747	172.5435
1343.4300	-0.0510	0.4788	171.9491
1343.4350	-0.0510	0.4788	171.9491
1343.4400	0.0990	0.2553	171.3549
1343.4450	0.0990	0.2553	171.3549
1343.4500	0.0871	0.2588	170.7607
1343.4550	0.0871	0.2588	170.7607
1343.4600	0.0898	0.2463	170.1665
1343.4650	0.0898	0.2463	170.1665
1343.4700	0.2760	0.3957	169.5725
1343.4750	0.2760	0.3957	169.5725
1343.4800	0.0541	0.2259	168.9780
1343.4850	0.0541	0.2259	168.9780
1343.4900	0.0833	0.3154	168.3838
1343.4950	0.0833	0.3154	168.3838
1343.5000	0.0833	0.3154	168.3838
1343.5050	0.0882	0.3026	167.7896
1343.5100	0.0882	0.3026	167.7896
1343.5150	0.0065	0.3077	167.1953
1343.5200	0.0065	0.3077	167.1953
1343.5270	0.0899	0.2602	166.6011
1343.5300	0.1963	0.2383	166.0068
1343.5350	0.1963	0.2383	166.0068
1343.5400	-0.0190	0.2218	165.4127
1343.5450	-0.0190	0.2218	165.4127
1343.5500	0.1209	0.2435	164.8184
1343.5550	0.1209	0.2435	164.8184
1343.5600	0.1683	0.3412	164.2242
1343.5650	0.1683	0.3412	164.2242
1343.5700	0.0996	0.2783	163.6300
1343.5750	0.0996	0.2783	163.6300
1343.5800	0.1033	0.3203	163.0358
1343.5850	0.1033	0.3203	163.0358
1343.5900	0.0953	0.3715	162.4415
1343.5950	0.0953	0.3715	162.4415
1343.6000	0.1008	0.2739	161.8473
1343.6050	0.1008	0.2739	161.8473
1343.6100	0.3968	0.5689	161.2538
1343.6150	0.3968	0.5689	161.2538
1343.6200	-0.2881	0.1583	160.6593
1343.6250	-0.2881	0.1583	160.6593
1343.6300	0.2319	0.1407	160.0644
1343.6350	0.2319	0.1407	160.0644
1343.6400	-0.0849	0.3452	159.4703
1343.6450	-0.0849	0.3452	159.4703
1343.6500	-0.0849	0.3452	159.4703
1343.6550	0.1188	0.1947	158.8762
1343.6600	0.0461	0.3072	158.2819
1343.6650	0.0461	0.3072	158.2819
1343.6700	0.1082	0.3324	157.6877
1343.6750	0.1082	0.3324	157.6877
1343.6800	-0.0902	0.5446	157.0930
1343.6850	-0.0902	0.5446	157.0930
1343.6900	0.0738	0.2715	156.4993
1343.6950	0.0738	0.2715	156.4993
1343.7000	0.0346	0.1541	155.9052
1343.7050	0.0346	0.1541	155.9052
1343.7100	0.0957	0.2014	155.3109
1343.7150	0.0957	0.2014	155.3109
1343.7200	0.0457	0.2911	154.7166
1343.7250	0.0457	0.2911	154.7166
1343.7300	-0.0172	0.3933	154.1222
1343.7350	-0.0172	0.3933	154.1222
1343.7400	0.0643	0.2565	153.5282
1343.7450	0.0643	0.2565	153.5282
1343.7500	0.0927	0.2625	152.9339
1343.7550	0.0927	0.2625	152.9339
1343.7600	-0.0423	0.4477	152.3394
1343.7650	-0.0423	0.4477	152.3394
1343.7700	-0.2306	0.3489	151.7453
1343.7750	-0.2306	0.3489	151.7453
1343.7800	0.0843	0.2397	151.1513
1343.7850	0.0843	0.2397	151.1513
1343.7900	0.1092	0.2724	150.5571
1343.7950	0.1092	0.2724	150.5571
1343.8000	0.1398	0.2156	149.9629
1343.8050	0.1398	0.2156	149.9629
1343.8100	0.1398	0.2156	149.9629
1343.8150	0.1878	0.2868	149.3686
1343.8200	0.1878	0.2868	149.3686
1343.8250	0.0787	0.2074	148.7745
1343.8300	0.0318	0.2698	148.1802
1343.8350	0.0318	0.2698	148.1802
1343.8400	0.0781	0.3510	147.5859
1343.8450	0.0781	0.3510	147.5859
1343.8500	0.0742	0.6067	146.9913
1343.8550	0.0742	0.6067	146.9913
1343.8600	0.1095	0.1873	146.3976
1343.8650	0.1095	0.1873	146.3976
1343.8700	0.0995	0.2006	145.8034
1343.8750	0.0995	0.2006	145.8034
1343.8800	0.0432	0.5042	145.2087
1343.8850	0.0432	0.5042	145.2087
1343.8900	0.0432	0.5042	145.2087
1343.8950	0.1884	0.4993	144.6148
1343.9000	0.1884	0.4993	144.6148
1343.9050	-0.0143	0.2998	144.0206
1343.9100	0.1518	0.2759	143.4264
1343.9150	0.1518	0.2759	143.4264
1343.9200	0.1156	0.3011	142.8322
1343.9250	0.1156	0.3011	142.8322
1343.9300	0.4032	0.3134	142.2380
1343.9350	0.4032	0.3134	142.2380
1343.9400	-0.0161	0.3647	141.6435
1343.9450	-0.0161	0.3647	141.6435
1343.9500	0.0814	0.2618	141.0496
1343.9550	0.0814	0.2618	141.0496
1343.9600	0.2080	0.1345	140.4554
1343.9650	0.2080	0.1345	140.4554
1343.9700	-0.2833	0.4728	139.8601
1343.9750	-0.2833	0.4728	139.8601
1343.9800	-0.0231	0.2568	139.2669
1343.9850	-0.0231	0.2568	139.2669
1343.9900	0.7712	0.5845	138.6741
1343.9950	0.7712	0.5845	138.6741
1344.0000	0.1280	0.2860	138.0784
1344.0050	0.1280	0.2860	138.0784
1344.0100	0.0137	0.2918	137.4842
1344.0150	0.0137	0.2918	137.4842
1344.0200	-0.1091	0.3770	136.8896
1344.0250	-0.1091	0.3770	136.8896
1344.0300	0.0581	0.2431	136.2958
1344.0350	0.0581	0.2431	136.2958
1344.0400	0.0346	0.2393	135.7016
1344.0450	0.0346	0.2393	135.7016
1344.0500	0.1172	0.0499	135.1078
1344.0550	0.1172	0.0499	135.1078
1344.0600	-0.1159	0.5355	134.5120
1344.0650	-0.1159	0.5355	134.5120
1344.0700	0.0848	0.2606	133.9189
1344.0750	0.0848	0.2606	133.9189
1344.0800	-0.0942	0.0954	133.3253
1344.0850	-0.0942	0.0954	133.3253
1344.0900	0.2453	0.0014	132.7308
1344.0950	0.2453	0.0014	132.7308
1344.1000	0.1475	0.2824	132.1363
1344.1050	0.1475	0.2824	132.1363
1344.1100	-0.0727	0.1829	131.5423
1344.1150	-0.0727	0.1829	131.5423
1344.1200	0.1537	0.2505	130.9479
1344.1250	0.1537	0.2505	130.9479
1344.1300	0.1537	0.2505	130.9479
1344.1350	0.3347	0.3687	130.3537
1344.1400	-0.0027	0.3043	129.7592
1344.1450	-0.0027	0.3043	129.7592
1344.1500	0.1156	0.3030	129.1651
1344.1550	0.1156	0.3030	129.1651
1344.1600	-0.3334	0.2191	128.5710
1344.1650	-0.3334	0.2191	128.5710
1344.1700	0.0763	0.3203	127.9766
1344.1750	0.0763	0.3203	127.9766
1344.1800	0.1725	0.0162	127.3831
1344.1850	0.1725	0.0162	127.3831
1344.1900	0.1336	0.1396	126.7887
1344.1950	0.1336	0.1396	126.7887
1344.2000	0.0812	0.6595	126.1930
1344.2050	0.0812	0.6595	126.1930
1344.2100	0.0564	0.2654	125.5999
1344.2150	0.0564	0.2654	125.5999
1344.2200	0.0719	0.1959	125.0059
1344.2250	0.0719	0.1959	125.0059
1344.2300	0.0965	0.2149	124.4116
1344.2350	0.0965	0.2149	124.4116
1344.2400	0.0997	0.3193	123.8171
1344.2450	0.0997	0.3193	123.8171
1344.2500	0.0727	0.1742	123.2233
1344.2550	0.0727	0.1742	123.2233
1344.2600	0.0399	0.2650	122.6288
1344.2650	0.0399	0.2650	122.6288
1344.2700	0.1660	0.3585	122.0345
1344.2750	0.1660	0.3585	122.0345
1344.2800	0.1587	0.3477	121.4402
1344.2850	0.1587	0.3477	121.4402
1344.2900	0.0907	0.2649	120.8462
1344.2950	0.0907	0.2649	120.8462
1344.3000	-0.0627	0.2440	120.2519
1344.3050	-0.0627	0.2440	120.2519
1344.3100	0.2107	0.1617	119.6581
1344.3150	0.2107	0.1617	119.6581
1344.3200	0.0842	0.3261	119.0633
1344.3250	0.0842	0.3261	119.0633
1344.3300	0.1232	0.1572	118.4697
1344.3350	0.1232	0.1572	118.4697
1344.3400	0.0625	0.2482	117.8751
1344.3450	0.0625	0.2482	117.8751
1344.3500	0.1481	0.3185	117.2808
1344.3550	0.1481	0.3185	117.2808
1344.3600	0.1357	0.2503	116.6868
1344.3650	0.1357	0.2503	116.6868
1344.3700	0.0955	0.2439	116.0926
1344.3750	0.0955	0.2439	116.0926
1344.3800	0.0128	0.3193	115.4979
1344.3850	0.0128	0.3193	115.4979
1344.3900	0.0946	0.3294	114.9038
1344.3950	0.0946	0.3294	114.9038
1344.4000	0.2114	0.2651	114.3100
1344.4050	0.2114	0.2651	114.3100
1344.4100	0.0223	0.1961	113.7158
1344.4150	0.0223	0.1961	113.7158
1344.4200	0.0223	0.1961	113.7158
1344.4250	0.1806	0.2851	113.1215
1344.4300	0.0516	0.4919	112.5262
1344.4350	0.0516	0.4919	112.5262
1344.4400	0.2651	0.1391	111.9335
1344.4450	0.2651	0.1391	111.9335
1344.4500	0.0869	0.2687	111.3387
1344.4550	0.0869	0.2687	111.3387
1344.4600	0.0866	0.2743	110.7445
1344.4650	0.0866	0.2743	110.7445
1344.4700	0.0601	0.3171	110.1501
1344.4750	0.0601	0.3171	110.1501
1344.4800	0.0645	0.2893	109.5560
1344.4850	0.0645	0.2893	109.5560
1344.4920	0.0645	0.2893	109.5560
1344.4950	-0.0859	0.2866	108.9615
1344.5000	0.0820	0.2311	108.3678
1344.5050	0.0820	0.2311	108.3678
1344.5100	-0.0510	0.1831	107.7736
1344.5150	-0.0510	0.1831	107.7736
1344.5200	-0.0309	0.8382	107.1762
1344.5250	-0.0309	0.8382	107.1762
1344.5300	0.0846	0.2916	106.5849
1344.5350	0.0846	0.2916	106.5849
1344.5400	0.2241	0.0382	105.9917
1344.5450	0.2241	0.0382	105.9917
1344.5500	0.1912	0.3283	105.3966
1344.5550	0.1912	0.3283	105.3966
1344.5600	0.0699	0.2671	104.8023
1344.5650	0.0699	0.2671	104.8023
1344.5700	0.2434	0.2927	104.2084
1344.5750	0.2434	0.2927	104.2084
1344.5800	-0.1073	0.1686	103.6141
1344.5850	-0.1073	0.1686	103.6141
1344.5900	0.1385	0.2228	103.0200
1344.5950	0.1385	0.2228	103.0200
1344.6000	0.0922	0.0765	102.4263
1344.6050	0.0922	0.0765	102.4263
1344.6100	0.4072	0.4727	101.8317
1344.6150	0.4072	0.4727	101.8317
1344.6200	0.1143	0.2906	101.2371
1344.6250	0.1143	0.2906	101.2371
1344.6300	0.0343	0.2848	100.6427
1344.6350	0.0343	0.2848	100.6427
1344.6400	0.0854	0.2682	100.0487
1344.6450	0.0854	0.2682	100.0487
1344.6500	-0.0222	0.4581	99.4532
1344.6550	-0.0222	0.4581	99.4532
1344.6600	0.1096	0.2256	98.8605
1344.6650	0.1096	0.2256	98.8605
1344.6700	-0.1602	0.2824	98.2653
1344.6750	-0.1602	0.2824	98.2653
1344.6800	0.1120	0.2505	97.6719
1344.6850	0.1120	0.2505	97.6719
1344.6900	0.2170	0.5287	97.0771
1344.6950	0.2170	0.5287	97.0771
1344.7000	-0.0426	0.2932	96.4829
1344.7050	-0.0426	0.2932	96.4829
1344.7100	0.0893	0.3027	95.8890
1344.7150	0.0893	0.3027	95.8890
1344.7200	0.0797	0.2559	95.2950
1344.7250	0.0797	0.2559	95.2950
1344.7300	-0.1819	-0.0309	94.7020
1344.7350	-0.1819	-0.0309	94.7020
1344.7400	0.1162	0.2250	94.1068
1344.7450	0.1162	0.2250	94.1068
1344.7500	-0.0985	0.1459	93.5125
1344.7550	-0.0985	0.1459	93.5125
1344.7600	0.2052	0.2862	92.9184
1344.7650	0.2052	0.2862	92.9184
1344.7700	0.1602	0.1651	92.3245
1344.7750	0.1602	0.1651	92.3245
1344.7800	0.1324	0.2912	91.7297
1344.7850	0.1324	0.2912	91.7297
1344.7900	0.2881	0.0361	91.1367
1344.7950	0.2881	0.0361	91.1367
1344.8000	0.0819	0.2719	90.5412
1344.8050	0.0819	0.2719	90.5412
1344.8100	0.1193	0.3938	89.9466
1344.8150	0.1193	0.3938	89.9466
1344.8200	0.4156	0.2181	89.3539
1344.8250	0.4156	0.2181	89.3539
1344.8300	-0.0284	0.5427	88.7567
1344.8350	-0.0284	0.5427	88.7567
1344.8400	-0.0764	0.2891	88.1637
1344.8450	-0.0764	0.2891	88.1637
1344.8500	0.0657	0.2605	87.5701
1344.8550	0.0657	0.2605	87.5701
1344.8600	0.1205	0.2938	86.9760
1344.8650	0.1205	0.2938	86.9760
1344.8700	-0.0628	0.1850	86.3817
1344.8750	-0.0628	0.1850	86.3817
1344.8800	0.1175	0.1752	85.7880
1344.8850	0.1175	0.1752	85.7880
1344.8900	0.0977	0.2634	85.1934
1344.8950	0.0977	0.2634	85.1934
1344.9000	0.0888	0.2637	84.5991
1344.9050	0.0888	0.2637	84.5991
1344.9100	0.0083	0.1833	84.0051
1344.9150	0.0083	0.1833	84.0051
1344.9200	0.0611	0.2803	83.4105
1344.9250	0.0611	0.2803	83.4105
1344.9300	0.0827	0.3060	82.8163
1344.9350	0.0827	0.3060	82.8163
1344.9400	-0.1910	0.5545	82.2191
1344.9450	-0.1910	0.5545	82.2191
1344.9500	-0.1336	0.4044	81.6263
1344.9550	-0.1336	0.4044	81.6263
1344.9600	0.0804	0.2420	81.0339
1344.9650	0.0804	0.2420	81.0339
1344.9700	0.0784	0.2317	80.4398
1344.9750	0.0784	0.2317	80.4398
1344.9800	0.1101	0.2218	79.8457
1344.9850	0.1101	0.2218	79.8457
1344.9900	0.1610	0.3712	79.2510
1344.9950	0.1610	0.3712	79.2510
1345.0000	-0.1351	0.3052	78.6558
1345.0050	-0.1351	0.3052	78.6558
1345.0100	-0.0455	0.3157	78.0619
1345.0150	-0.0455	0.3157	78.0619
1345.0200	0.0132	0.5294	77.4668
1345.0250	0.0132	0.5294	77.4668
1345.0300	0.0586	0.2875	76.8741
1345.0350	0.0586	0.2875	76.8741
1345.0400	-0.0203	0.3604	76.2791
1345.0450	-0.0203	0.3604	76.2791
1345.0510	-0.0203	0.3604	76.2791
1345.0550	0.0886	0.2575	75.6859
1345.0600	-0.0410	0.2410	75.0913
1345.0650	-0.0410	0.2410	75.0913
1345.0700	0.0623	0.0426	74.4985
1345.0750	0.0623	0.0426	74.4985
1345.0800	0.0911	0.3092	73.9031
1345.0850	0.0911	0.3092	73.9031
1345.0900	0.0102	0.3852	73.3080
1345.0950	0.0102	0.3852	73.3080
1345.1000	0.1210	0.2750	72.7149
1345.1050	0.1210	0.2750	72.7149
1345.1100	-0.0801	0.3134	72.1196
1345.1150	-0.0801	0.3134	72.1196
1345.1200	0.1124	0.2609	71.5265
1345.1250	0.1124	0.2609	71.5265
1345.1300	-0.4352	0.0377	70.9320
1345.1350	-0.4352	0.0377	70.9320
1345.1400	0.0798	0.2662	70.3379
1345.1450	0.0798	0.2662	70.3379
1345.1500	0.0826	0.1858	69.7441
1345.1550	0.0826	0.1858	69.7441
1345.1600	0.1174	0.2195	69.1499
1345.1650	0.1174	0.2195	69.1499
1345.1700	0.1925	0.0095	68.5569
1345.1750	0.1925	0.0095	68.5569
1345.1800	0.1237	-0.0203	67.9626
1345.1850	0.1237	-0.0203	67.9626
1345.1900	0.1754	0.2914	67.3672
1345.1950	0.1754	0.2914	67.3672
1345.2000	0.0583	0.2674	66.7725
1345.2050	0.0583	0.2674	66.7725
1345.2100	-0.0107	0.1835	66.1785
1345.2150	-0.0107	0.1835	66.1785
1345.2200	0.0997	0.2562	65.5844
1345.2250	0.0997	0.2562	65.5844
1345.2300	0.1001	0.2530	64.9902
1345.2350	0.1001	0.2530	64.9902
1345.2400	0.0696	0.5636	64.3942
1345.2450	0.0696	0.5636	64.3942
1345.2500	0.1849	0.2379	63.8023
1345.2550	0.1849	0.2379	63.8023
1345.2600	0.0897	0.2146	63.2077
1345.2650	0.0897	0.2146	63.2077
1345.2700	0.0883	0.2200	62.6135
1345.2750	0.0883	0.2200	62.6135
1345.2800	0.0361	0.0006	62.0202
1345.2850	0.0361	0.0006	62.0202
1345.2900	0.1652	0.2035	61.4255
1345.2950	0.1652	0.2035	61.4255
1345.3000	0.1567	0.0441	60.8320
1345.3050	0.1567	0.0441	60.8320
1345.3100	0.0604	0.3151	60.2360
1345.3150	0.0604	0.3151	60.2360
1345.3200	-0.0374	0.2675	59.6415
1345.3250	-0.0374	0.2675	59.6415
1345.3300	0.0785	0.3237	59.0476
1345.3350	0.0785	0.3237	59.0476
1345.3400	0.1005	0.5754	58.4523
1345.3450	0.1005	0.5754	58.4523
1345.3500	0.4333	-0.0572	57.8622
1345.3550	0.4333	-0.0572	57.8622
1345.3600	0.1201	0.2950	57.2654
1345.3650	0.1201	0.2950	57.2654
1345.3700	0.0270	0.4532	56.6698
1345.3750	0.0270	0.4532	56.6698
1345.3800	0.1001	0.2624	56.0770
1345.3850	0.1001	0.2624	56.0770
1345.3900	-0.0205	-0.0329	55.4838
1345.3950	-0.0205	-0.0329	55.4838
1345.4000	0.2028	0.2618	54.8892
1345.4050	0.2028	0.2618	54.8892
1345.4100	0.1016	0.2677	54.2944
1345.4150	0.1016	0.2677	54.2944
1345.4200	0.1685	0.2860	53.7005
1345.4250	0.1685	0.2860	53.7005
1345.4300	0.0183	0.1513	53.1061
1345.4350	0.0183	0.1513	53.1061
1345.4400	0.2068	-0.3307	52.5146
1345.4450	0.2068	-0.3307	52.5146
1345.4500	0.1823	0.1941	51.9184
1345.4550	0.1823	0.1941	51.9184
1345.4600	0.0393	0.2371	51.3231
1345.4650	0.0393	0.2371	51.3231
1345.4700	0.0393	0.2371	51.3231
1345.4750	0.0497	0.2932	50.7287
1345.4800	0.0993	0.1851	50.1353
1345.4850	0.0993	0.1851	50.1353
1345.4900	0.1943	0.1623	49.5417
1345.4950	0.1943	0.1623	49.5417
