t	roll	pitch	yaw
1345.5000	0.0809	0.2694	48.9464
1345.5050	0.0809	0.2694	48.9464
1345.5100	0.0617	0.2479	48.3521
1345.5150	0.0617	0.2479	48.3521
1345.5200	0.1363	0.2898	47.7582
1345.5250	0.1363	0.2898	47.7582
1345.5300	0.0849	0.2397	47.1639
1345.5350	0.0849	0.2397	47.1639
1345.5400	0.0053	0.4804	46.5679
1345.5450	0.0053	0.4804	46.5679
1345.5500	-0.0054	0.3726	45.9742
1345.5550	-0.0054	0.3726	45.9742
1345.5600	0.1171	0.3135	45.3812
1345.5650	0.1171	0.3135	45.3812
1345.5700	-0.1557	0.4204	44.7842
1345.5750	-0.1557	0.4204	44.7842
1345.5800	-0.0393	0.3838	44.1912
1345.5850	-0.0393	0.3838	44.1912
1345.5900	0.0881	0.2847	43.5984
1345.5950	0.0881	0.2847	43.5984
1345.6000	0.0881	0.2847	43.5984
1345.6050	0.0916	0.4728	43.0034
1345.6100	0.0831	0.2714	42.4100
1345.6150	0.0831	0.2714	42.4100
1345.6200	-0.0197	0.2605	41.8151
1345.6250	-0.0197	0.2605	41.8151
1345.6300	0.3304	0.6830	41.2225
1345.6350	0.3304	0.6830	41.2225
1345.6400	-0.0236	0.2858	40.6265
1345.6450	-0.0236	0.2858	40.6265
1345.6500	0.0145	0.2489	40.0328
1345.6550	0.0145	0.2489	40.0328
1345.6600	0.0820	0.2706	39.4389
1345.6650	0.0820	0.2706	39.4389
1345.6700	-0.3153	0.5583	38.8396
1345.6750	-0.3153	0.5583	38.8396
1345.6800	0.0790	0.2456	38.2506
1345.6850	0.0790	0.2456	38.2506
1345.6900	0.0976	0.2345	37.6565
1345.6950	0.0976	0.2345	37.6565
1345.7000	0.0884	0.2647	37.0621
1345.7050	0.0884	0.2647	37.0621
1345.7100	0.1095	0.3333	36.4678
1345.7150	0.1095	0.3333	36.4678
1345.7200	0.0775	0.2980	35.8735
1345.7250	0.0775	0.2980	35.8735
1345.7300	0.1025	0.2191	35.2797
1345.7350	0.1025	0.2191	35.2797
1345.7400	-0.1105	0.0676	34.6849
1345.7450	-0.1105	0.0676	34.6849
1345.7500	-0.0518	0.2822	34.0899
1345.7550	-0.0518	0.2822	34.0899
1345.7600	0.1820	0.1813	33.4977
1345.7650	0.1820	0.1813	33.4977
1345.7700	0.0623	0.1532	32.9028
1345.7750	0.0623	0.1532	32.9028
1345.7800	0.1965	0.2412	32.3092
1345.7850	0.1965	0.2412	32.3092
1345.7900	0.3679	0.4411	31.7160
1345.7950	0.3679	0.4411	31.7160
1345.8000	0.0483	0.0740	31.1204
1345.8050	0.0483	0.0740	31.1204
1345.8100	0.2734	0.2613	30.5271
1345.8150	0.2734	0.2613	30.5271
1345.8200	0.1026	0.2342	29.9317
1345.8250	0.1026	0.2342	29.9317
1345.8300	0.0883	0.2806	29.3372
1345.8350	0.0883	0.2806	29.3372
1345.8400	0.1559	0.3226	28.7434
1345.8450	0.1559	0.3226	28.7434
1345.8500	0.1219	0.2983	28.1490
1345.8550	0.1219	0.2983	28.1490
1345.8600	0.0221	0.3856	27.5537
1345.8650	0.0221	0.3856	27.5537
1345.8700	0.0350	0.2226	26.9602
1345.8750	0.0350	0.2226	26.9602
1345.8800	0.0068	0.2818	26.3655
1345.8850	0.0068	0.2818	26.3655
1345.8900	0.1521	0.3296	25.7724
1345.8950	0.1521	0.3296	25.7724
1345.9000	0.3249	0.4828	25.1794
1345.9050	0.3249	0.4828	25.1794
1345.9100	0.3249	0.4828	25.1794
1345.9150	0.0779	0.5548	24.5825
1345.9200	0.0096	0.2140	23.9890
1345.9250	0.0096	0.2140	23.9890
1345.9300	0.0899	0.2562	23.3952
1345.9350	0.0899	0.2562	23.3952
1345.9400	0.0094	0.2801	22.8003
1345.9450	0.0094	0.2801	22.8003
1345.9500	-0.1044	0.2339	22.2054
1345.9550	-0.1044	0.2339	22.2054
1345.9600	0.1236	0.1693	21.6131
1345.9650	0.1236	0.1693	21.6131
1345.9700	0.0900	0.1759	21.0186
1345.9750	0.0900	0.1759	21.0186
1345.9800	-0.0570	0.2855	20.4229
1345.9850	-0.0570	0.2855	20.4229
1345.9900	0.0861	0.2506	19.8299
1345.9950	0.0861	0.2506	19.8299
1346.0000	0.6234	-0.0253	19.2396
1346.0050	0.6234	-0.0253	19.2396
1346.0100	0.1263	0.5515	18.6411
1346.0150	0.1263	0.5515	18.6411
1346.0200	0.1983	0.0964	18.0485
1346.0250	0.1983	0.0964	18.0485
1346.0300	0.1058	0.2867	17.4532
1346.0350	0.1058	0.2867	17.4532
1346.0400	0.2454	0.1900	16.8603
1346.0450	0.2454	0.1900	16.8603
1346.0500	0.1141	0.2407	16.2649
1346.0550	0.1141	0.2407	16.2649
1346.0600	0.3181	0.2732	15.6724
1346.0650	0.3181	0.2732	15.6724
1346.0700	0.0315	0.2241	15.0759
1346.0750	0.0315	0.2241	15.0759
1346.0800	0.0442	0.3158	14.4815
1346.0850	0.0442	0.3158	14.4815
1346.0900	0.1250	0.5143	13.8876
1346.0950	0.1250	0.5143	13.8876
1346.1000	0.1498	0.2290	13.2942
1346.1050	0.1498	0.2290	13.2942
1346.1100	0.1082	0.2195	12.6997
1346.1150	0.1082	0.2195	12.6997
1346.1200	0.0395	0.1930	12.1050
1346.1250	0.0395	0.1930	12.1050
1346.1300	0.0532	0.3254	11.5105
1346.1350	0.0532	0.3254	11.5105
1346.1400	0.2211	0.1158	10.9181
1346.1450	0.2211	0.1158	10.9181
1346.1500	-0.0583	0.4512	10.3207
1346.1550	-0.0583	0.4512	10.3207
1346.1600	0.0785	0.2473	9.7283
1346.1650	0.0785	0.2473	9.7283
1346.1700	0.0162	0.2939	9.1335
1346.1750	0.0162	0.2939	9.1335
1346.1800	0.0718	0.2400	8.5399
1346.1850	0.0718	0.2400	8.5399
1346.1900	-0.0434	0.2334	7.9447
1346.1950	-0.0434	0.2334	7.9447
1346.2000	-0.1215	0.2360	7.3498
1346.2050	-0.1215	0.2360	7.3498
1346.2100	0.0839	0.2737	6.7573
1346.2150	0.0839	0.2737	6.7573
1346.2200	0.0839	0.2737	6.7573
1346.2250	0.0760	0.2283	6.1631
1346.2300	-0.4552	-0.1599	5.5669
1346.2350	-0.4552	-0.1599	5.5669
1346.2400	0.0778	0.3487	4.9744
1346.2450	0.0778	0.3487	4.9744
1346.2500	0.0083	0.4546	4.3792
1346.2550	0.0083	0.4546	4.3792
1346.2600	0.0616	0.1567	3.7862
1346.2650	0.0616	0.1567	3.7862
1346.2700	0.0432	0.3314	3.1915
1346.2750	0.0432	0.3314	3.1915
1346.2800	0.2205	0.3705	2.5989
1346.2850	0.2205	0.3705	2.5989
1346.2900	0.0813	0.1656	2.0037
1346.2950	0.0813	0.1656	2.0037
1346.3000	0.0910	0.2778	1.4094
1346.3050	0.0910	0.2778	1.4094
1346.3100	0.1339	0.2253	0.8156
1346.3150	0.1339	0.2253	0.8156
1346.3200	0.0002	0.3501	0.2199
1346.3250	0.0002	0.3501	0.2199
1346.3300	0.0344	-0.0698	0.0371
1346.3350	0.0344	-0.0698	0.0371
1346.3400	-0.1462	-0.1577	0.0351
1346.3450	-0.1462	-0.1577	0.0351
1346.3500	-0.0743	-0.2139	0.0341
1346.3550	-0.0743	-0.2139	0.0341
1346.3600	-0.3415	-0.3281	0.0357
1346.3650	-0.3415	-0.3281	0.0357
1346.3700	-0.1042	-0.4617	0.0319
1346.3750	-0.1042	-0.4617	0.0319
1346.3800	0.1363	-0.0335	0.0283
1346.3850	0.1363	-0.0335	0.0283
1346.3900	-0.0734	-0.5396	0.0282
1346.3950	-0.0734	-0.5396	0.0282
1346.4000	-0.1290	-0.6286	0.0273
1346.4050	-0.1290	-0.6286	0.0273
1346.4100	-0.1033	-0.6801	0.0246
1346.4150	-0.1033	-0.6801	0.0246
1346.4200	-0.0847	-0.7658	0.0216
1346.4250	-0.0847	-0.7658	0.0216
1346.4300	-0.1305	-0.7440	0.0204
1346.4350	-0.1305	-0.7440	0.0204
1346.4400	-0.2440	-0.7203	0.0208
1346.4450	-0.2440	-0.7203	0.0208
1346.4500	-0.1119	-0.6451	0.0144
1346.4550	-0.1119	-0.6451	0.0144
1346.4600	0.0504	-0.9569	0.0058
1346.4650	0.0504	-0.9569	0.0058
1346.4700	-0.0193	-0.9255	0.0047
1346.4750	-0.0193	-0.9255	0.0047
1346.4800	-0.0193	-0.9255	0.0047
1346.4870	-0.1692	-0.8977	0.0059
1346.4900	-0.1692	-0.8977	0.0059
1346.4950	0.0009	-0.9167	-0.0032
1346.5000	0.0009	-0.9167	-0.0032
1346.5070	-0.0305	-0.9803	-0.0062
1346.5100	0.0408	-1.0145	-0.0127
1346.5150	0.0408	-1.0145	-0.0127
1346.5200	-0.0428	-0.9046	-0.0139
1346.5250	-0.0428	-0.9046	-0.0139
1346.5300	-0.0882	-0.8766	-0.0168
1346.5350	-0.0882	-0.8766	-0.0168
1346.5400	-0.1277	-0.9970	-0.0202
1346.5450	-0.1277	-0.9970	-0.0202
1346.5500	-0.0839	-0.8959	-0.0262
1346.5550	-0.0839	-0.8959	-0.0262
1346.5600	-0.0716	-1.3346	-0.0321
1346.5650	-0.0716	-1.3346	-0.0321
1346.5700	-0.0783	-0.8823	-0.0362
1346.5750	-0.0783	-0.8823	-0.0362
1346.5800	-0.0821	-0.8891	-0.0412
1346.5850	-0.0821	-0.8891	-0.0412
1346.5900	-0.0018	-1.0553	-0.0493
1346.5950	-0.0018	-1.0553	-0.0493
1346.6000	-0.0537	-0.8187	-0.0527
1346.6050	-0.0537	-0.8187	-0.0527
1346.6100	-0.1393	-0.7815	-0.0558
1346.6150	-0.1393	-0.7815	-0.0558
1346.6200	-0.0668	-0.9214	-0.0638
1346.6250	-0.0668	-0.9214	-0.0638
1346.6300	-0.0668	-0.9214	-0.0638
1346.6350	-0.3784	-0.9642	-0.0606
1346.6400	-0.0746	-0.8144	-0.0753
1346.6450	-0.0746	-0.8144	-0.0753
1346.6500	-0.0238	-0.7663	-0.0827
1346.6550	-0.0238	-0.7663	-0.0827
1346.6600	-0.0577	-0.7333	-0.0880
1346.6650	-0.0577	-0.7333	-0.0880
1346.6700	-0.1855	-0.8682	-0.0911
1346.6750	-0.1855	-0.8682	-0.0911
1346.6800	0.0405	-0.6945	-0.1031
1346.6850	0.0405	-0.6945	-0.1031
1346.6900	0.0330	-0.5568	-0.1093
1346.6950	0.0330	-0.5568	-0.1093
1346.7000	-0.1301	-0.5695	-0.1124
1346.7050	-0.1301	-0.5695	-0.1124
1346.7100	-0.0533	-0.5510	-0.1209
1346.7150	-0.0533	-0.5510	-0.1209
1346.7200	0.0701	-0.6323	-0.1306
1346.7250	0.0701	-0.6323	-0.1306
1346.7300	-0.0417	-0.5112	-0.1352
1346.7350	-0.0417	-0.5112	-0.1352
1346.7400	-0.0330	-0.5765	-0.1425
1346.7450	-0.0330	-0.5765	-0.1425
1346.7500	0.0326	-0.4837	-0.1509
1346.7550	0.0326	-0.4837	-0.1509
1346.7600	-0.0084	-0.4794	-0.1576
1346.7650	-0.0084	-0.4794	-0.1576
1346.7700	-0.3281	-0.4703	-0.1596
1346.7750	-0.3281	-0.4703	-0.1596
1346.7800	-0.0925	-0.5302	-0.1712
1346.7850	-0.0925	-0.5302	-0.1712
1346.7900	0.1890	-0.4952	-0.1834
1346.7950	0.1890	-0.4952	-0.1834
1346.8000	0.1890	-0.4952	-0.1834
1346.8050	-0.0562	-0.4121	-0.1872
1346.8150	-0.0562	-0.4121	-0.1872
1346.8150	-0.0562	-0.4121	-0.1872
1346.8200	-0.0166	-0.3023	-0.2036
1346.8250	-0.0166	-0.3023	-0.2036
1346.8300	0.1525	-0.0956	-0.2133
1346.8350	0.1525	-0.0956	-0.2133
1346.8400	-0.0448	-0.3070	-0.2194
1346.8450	-0.0448	-0.3070	-0.2194
1346.8500	0.1189	-0.4038	-0.2296
1346.8550	0.1189	-0.4038	-0.2296
1346.8600	-0.2100	-0.0380	-0.2345
1346.8650	-0.2100	-0.0380	-0.2345
1346.8700	-0.4582	-0.2118	-0.2402
1346.8750	-0.4582	-0.2118	-0.2402
1346.8800	-0.0744	-0.4778	-0.2523
1346.8850	-0.0744	-0.4778	-0.2523
1346.8900	0.3169	-0.5024	-0.2654
1346.8950	0.3169	-0.5024	-0.2654
1346.9000	0.0465	-0.2354	-0.2707
1346.9050	0.0465	-0.2354	-0.2707
1346.9100	-0.0782	-0.2734	-0.2783
1346.9150	-0.0782	-0.2734	-0.2783
1346.9200	0.0536	-0.5176	-0.2883
1346.9250	0.0536	-0.5176	-0.2883
1346.9300	0.1037	0.0198	-0.2971
1346.9350	0.1037	0.0198	-0.2971
1346.9400	-0.1988	-0.3062	-0.3038
1346.9450	-0.1988	-0.3062	-0.3038
1346.9500	-0.0955	-0.2251	-0.3137
1346.9550	-0.0955	-0.2251	-0.3137
1346.9600	-0.0951	-0.0896	-0.3228
1346.9650	-0.0951	-0.0896	-0.3228
1346.9700	-0.0254	-0.1737	-0.3323
1346.9750	-0.0254	-0.1737	-0.3323
1346.9800	-0.0033	-0.1081	-0.3416
1346.9850	-0.0033	-0.1081	-0.3416
1346.9900	0.0676	-0.2319	-0.3513
1346.9950	0.0676	-0.2319	-0.3513
1347.0000	-0.2439	-0.0688	-0.3590
1347.0050	-0.2439	-0.0688	-0.3590
1347.0100	0.0682	-0.3572	-0.3699
1347.0150	0.0682	-0.3572	-0.3699
1347.0200	0.0050	0.2366	-0.3790
1347.0250	0.0050	0.2366	-0.3790
1347.0300	-0.0902	-0.1975	-0.3879
1347.0350	-0.0902	-0.1975	-0.3879
1347.0400	0.0655	-0.1361	-0.3982
1347.0450	0.0655	-0.1361	-0.3982
1347.0500	0.2774	0.0098	-0.4083
1347.0550	0.2774	0.0098	-0.4083
1347.0600	0.0426	-0.1113	-0.4172
1347.0650	0.0426	-0.1113	-0.4172
1347.0700	-0.3303	-0.0658	-0.4257
1347.0750	-0.3303	-0.0658	-0.4257
1347.0800	-0.0070	-0.0681	-0.4365
1347.0850	-0.0070	-0.0681	-0.4365
1347.0900	-0.2000	0.0024	-0.4459
1347.0950	-0.2000	0.0024	-0.4459
1347.1000	-0.0037	-0.0676	-0.4561
1347.1050	-0.0037	-0.0676	-0.4561
1347.1100	-0.0716	-0.1068	-0.4658
1347.1150	-0.0716	-0.1068	-0.4658
1347.1200	0.0005	-0.0570	-0.4760
1347.1250	0.0005	-0.0570	-0.4760
1347.1300	-0.0302	-0.0748	-0.4859
1347.1350	-0.0302	-0.0748	-0.4859
1347.1400	-0.0179	-0.0386	-0.4960
1347.1450	-0.0179	-0.0386	-0.4960
1347.1500	0.1039	-0.1407	-0.5063
1347.1550	0.1039	-0.1407	-0.5063
1347.1600	0.7405	-0.5078	-0.5204
1347.1650	0.7405	-0.5078	-0.5204
1347.1700	0.1872	-0.0388	-0.5267
1347.1750	0.1872	-0.0388	-0.5267
1347.1800	0.1872	-0.0388	-0.5267
1347.1850	-0.0216	-0.0401	-0.5366
1347.1900	0.0257	-0.0237	-0.5469
1347.1950	0.0257	-0.0237	-0.5469
1347.2000	-0.0001	-0.0379	-0.5571
1347.2050	-0.0001	-0.0379	-0.5571
1347.2100	-0.2293	0.0199	-0.5673
1347.2150	-0.2293	0.0199	-0.5673
1347.2200	-0.1162	0.1196	-0.5779
1347.2250	-0.1162	0.1196	-0.5779
1347.2300	-0.0655	-0.1054	-0.5881
1347.2350	-0.0655	-0.1054	-0.5881
1347.2400	-0.0136	-0.0674	-0.5987
1347.2450	-0.0136	-0.0674	-0.5987
1347.2500	0.0891	0.0029	-0.6093
1347.2550	0.0891	0.0029	-0.6093
1347.2600	-0.0739	0.4711	-0.6200
1347.2650	-0.0739	0.4711	-0.6200
1347.2700	0.2367	-0.0008	-0.6305
1347.2750	0.2367	-0.0008	-0.6305
1347.2800	-0.1513	-0.1553	-0.6406
1347.2850	-0.1513	-0.1553	-0.6406
1347.2900	-0.0012	0.0108	-0.6515
1347.2950	-0.0012	0.0108	-0.6515
1347.3000	0.0015	-0.0222	-0.6622
1347.3050	0.0015	-0.0222	-0.6622
1347.3100	-0.0224	-0.0106	-0.6729
1347.3150	-0.0224	-0.0106	-0.6729
1347.3200	0.2320	0.1218	-0.6835
1347.3250	0.2320	0.1218	-0.6835
1347.3300	-0.0662	0.0323	-0.6944
1347.3350	-0.0662	0.0323	-0.6944
1347.3400	0.0602	0.1476	-0.7051
1347.3450	0.0602	0.1476	-0.7051
1347.3500	0.3603	0.0966	-0.7159
1347.3550	0.3603	0.0966	-0.7159
1347.3600	-0.0092	-0.0005	-0.7268
1347.3650	-0.0092	-0.0005	-0.7268
1347.3700	0.0012	-0.0410	-0.7377
1347.3750	0.0012	-0.0410	-0.7377
1347.3800	0.0723	-0.0631	-0.7487
1347.3850	0.0723	-0.0631	-0.7487
1347.3900	0.0042	0.0525	-0.7596
1347.3950	0.0042	0.0525	-0.7596
1347.4000	0.0491	-0.0140	-0.7706
1347.4050	0.0491	-0.0140	-0.7706
1347.4100	-0.0016	-0.0197	-0.7815
1347.4150	-0.0016	-0.0197	-0.7815
1347.4200	0.3729	-0.1184	-0.7931
1347.4250	0.3729	-0.1184	-0.7931
1347.4300	0.3729	-0.1184	-0.7931
1347.4350	0.3357	0.0307	-0.8036
1347.4400	0.0964	0.0412	-0.8147
1347.4450	0.0964	0.0412	-0.8147
1347.4500	0.1957	0.0147	-0.8258
1347.4550	0.1957	0.0147	-0.8258
1347.4600	0.0987	-0.1325	-0.8370
1347.4650	0.0987	-0.1325	-0.8370
1347.4700	0.1448	-0.0319	-0.8481
1347.4750	0.1448	-0.0319	-0.8481
1347.4800	0.0598	0.0503	-0.8592
1347.4850	0.0598	0.0503	-0.8592
1347.4900	-0.0250	-0.0401	-0.8703
1347.4950	-0.0250	-0.0401	-0.8703
1347.5000	-0.1304	-0.1731	-0.8814
1347.5050	-0.1304	-0.1731	-0.8814
1347.5100	0.2311	0.0439	-0.8928
1347.5150	0.2311	0.0439	-0.8928
1347.5200	0.0518	-0.0421	-0.9041
1347.5250	0.0518	-0.0421	-0.9041
1347.5300	-0.0967	-0.0710	-0.9152
1347.5350	-0.0967	-0.0710	-0.9152
1347.5400	-0.4497	0.3423	-0.9276
1347.5450	-0.4497	0.3423	-0.9276
1347.5500	-0.0159	-0.0207	-0.9379
1347.5550	-0.0159	-0.0207	-0.9379
1347.5600	-0.0446	-0.0351	-0.9492
1347.5650	-0.0446	-0.0351	-0.9492
1347.5700	-0.0718	-0.0971	-0.9606
1347.5750	-0.0718	-0.0971	-0.9606
1347.5800	-0.0748	0.1360	-0.9720
1347.5850	-0.0748	0.1360	-0.9720
1347.5900	-0.0291	-0.0034	-0.9834
1347.5950	-0.0291	-0.0034	-0.9834
1347.6000	-0.1113	-0.0278	-0.9947
1347.6050	-0.1113	-0.0278	-0.9947
1347.6100	-0.0111	-0.0187	-1.0062
1347.6150	-0.0111	-0.0187	-1.0062
1347.6200	-0.0603	0.0221	-1.0176
1347.6250	-0.0603	0.0221	-1.0176
1347.6300	-0.0603	0.0221	-1.0176
1347.6350	-0.0587	0.0865	-1.0291
1347.6400	-0.0587	0.0865	-1.0291
1347.6450	-0.0073	-0.0414	-1.0406
1347.6500	-0.1004	0.0443	-1.0521
1347.6550	-0.1004	0.0443	-1.0521
1347.6600	-0.0202	-0.0755	-1.0636
1347.6650	-0.0202	-0.0755	-1.0636
1347.6700	-0.0102	-0.0147	-1.0751
1347.6750	-0.0102	-0.0147	-1.0751
1347.6800	-0.0213	-0.0345	-1.0867
1347.6850	-0.0213	-0.0345	-1.0867
1347.6900	-0.0301	0.0373	-1.0982
1347.6950	-0.0301	0.0373	-1.0982
1347.7000	-0.0379	-0.0410	-1.1098
1347.7050	-0.0379	-0.0410	-1.1098
1347.7100	-0.0129	-0.0138	-1.1214
1347.7150	-0.0129	-0.0138	-1.1214
1347.7200	0.0306	0.0644	-1.1330
1347.7250	0.0306	0.0644	-1.1330
1347.7300	-0.0639	-0.0116	-1.1446
1347.7350	-0.0639	-0.0116	-1.1446
1347.7400	0.1177	0.0978	-1.1561
1347.7450	0.1177	0.0978	-1.1561
1347.7500	-0.0117	0.0208	-1.1678
1347.7550	-0.0117	0.0208	-1.1678
1347.7600	-0.0281	-0.0018	-1.1795
1347.7650	-0.0281	-0.0018	-1.1795
1347.7700	-0.1216	0.0287	-1.1912
1347.7750	-0.1216	0.0287	-1.1912
1347.7800	0.0139	-0.0154	-1.2029
1347.7850	0.0139	-0.0154	-1.2029
1347.7900	-0.0535	0.0477	-1.2145
1347.7950	-0.0535	0.0477	-1.2145
1347.8000	0.0050	-0.0061	-1.2263
1347.8050	0.0050	-0.0061	-1.2263
1347.8100	-0.1403	0.0950	-1.2380
1347.8150	-0.1403	0.0950	-1.2380
1347.8200	-0.0564	-0.0007	-1.2497
1347.8250	-0.0564	-0.0007	-1.2497
1347.8300	0.2677	-0.0474	-1.2616
1347.8350	0.2677	-0.0474	-1.2616
1347.8400	0.0717	0.1304	-1.2731
1347.8450	0.0717	0.1304	-1.2731
1347.8500	-0.0596	-0.0125	-1.2849
1347.8550	-0.0596	-0.0125	-1.2849
1347.8600	0.0525	0.0704	-1.2967
1347.8650	0.0525	0.0704	-1.2967
1347.8700	0.1368	0.0370	-1.3085
1347.8750	0.1368	0.0370	-1.3085
1347.8800	-0.0043	-0.0177	-1.3203
1347.8850	-0.0043	-0.0177	-1.3203
1347.8900	0.0707	-0.2220	-1.3323
1347.8950	0.0707	-0.2220	-1.3323
1347.9000	0.0123	-0.0309	-1.3439
1347.9050	0.0123	-0.0309	-1.3439
1347.9100	0.0123	-0.0309	-1.3439
1347.9150	0.4090	0.1934	-1.3552
1347.9200	0.0086	-0.0100	-1.3676
1347.9250	0.0086	-0.0100	-1.3676
1347.9300	-0.0089	-0.0110	-1.3794
1347.9350	-0.0089	-0.0110	-1.3794
1347.9400	0.0389	-0.1094	-1.3913
1347.9450	0.0389	-0.1094	-1.3913
1347.9500	0.0949	0.2907	-1.4029
1347.9550	0.0949	0.2907	-1.4029
1347.9600	-0.0416	-0.0911	-1.4149
1347.9650	-0.0416	-0.0911	-1.4149
1347.9700	-0.0105	-0.0157	-1.4269
1347.9750	-0.0105	-0.0157	-1.4269
1347.9800	-0.1072	-0.2328	-1.4385
1347.9850	-0.1072	-0.2328	-1.4385
1347.9900	0.1110	-0.1099	-1.4508
1347.9950	0.1110	-0.1099	-1.4508
1348.0000	0.1127	-0.1677	-1.4628
1348.0050	0.1127	-0.1677	-1.4628
1348.0100	-0.2775	-0.2020	-1.4739
1348.0150	-0.2775	-0.2020	-1.4739
1348.0200	0.1563	-0.4425	-1.4871
1348.0250	0.1563	-0.4425	-1.4871
1348.0300	-0.0198	-0.0022	-1.4983
1348.0350	-0.0198	-0.0022	-1.4983
1348.0400	-0.0122	0.2221	-1.5102
1348.0450	-0.0122	0.2221	-1.5102
1348.0500	0.2485	-0.0914	-1.5224
1348.0550	0.2485	-0.0914	-1.5224
1348.0600	-0.0079	-0.0077	-1.5341
1348.0650	-0.0079	-0.0077	-1.5341
1348.0700	0.0126	0.0714	-1.5460
1348.0750	0.0126	0.0714	-1.5460
1348.0800	-0.2461	0.0499	-1.5581
1348.0850	-0.2461	0.0499	-1.5581
1348.0900	0.2116	0.0715	-1.5699
1348.0950	0.2116	0.0715	-1.5699
1348.1000	0.0221	-0.0440	-1.5820
1348.1050	0.0221	-0.0440	-1.5820
1348.1100	0.0221	-0.0440	-1.5820
1348.1150	0.0491	0.4162	-1.5937
1348.1200	0.0717	0.0168	-1.6059
1348.1250	0.0717	0.0168	-1.6059
1348.1300	0.1491	-0.2152	-1.6183
1348.1350	0.1491	-0.2152	-1.6183
1348.1400	-0.0199	0.0066	-1.6299
1348.1450	-0.0199	0.0066	-1.6299
1348.1500	0.1486	-0.1626	-1.6422
1348.1550	0.1486	-0.1626	-1.6422
1348.1600	-0.1770	0.0008	-1.6539
1348.1650	-0.1770	0.0008	-1.6539
1348.1700	-0.0277	-0.1439	-1.6660
1348.1750	-0.0277	-0.1439	-1.6660
1348.1800	0.4081	0.1877	-1.6773
1348.1850	0.4081	0.1877	-1.6773
1348.1900	-0.0514	0.0285	-1.6900
1348.1950	-0.0514	0.0285	-1.6900
1348.2000	-0.0508	-0.0359	-1.7020
1348.2050	-0.0508	-0.0359	-1.7020
1348.2100	-0.0119	0.0086	-1.7141
1348.2150	-0.0119	0.0086	-1.7141
1348.2200	-0.1813	-0.0532	-1.7261
1348.2250	-0.1813	-0.0532	-1.7261
1348.2300	-0.1813	-0.0532	-1.7261
1348.2350	0.1230	-0.0272	-1.7382
1348.2400	0.2712	0.1325	-1.7499
1348.2450	0.2712	0.1325	-1.7499
1348.2500	-0.0129	-0.0455	-1.7623
1348.2550	-0.0129	-0.0455	-1.7623
1348.2600	0.2667	-0.0862	-1.7745
1348.2650	0.2667	-0.0862	-1.7745
1348.2700	0.0586	-0.0997	-1.7865
1348.2750	0.0586	-0.0997	-1.7865
1348.2800	0.4439	-0.1189	-1.7989
1348.2850	0.4439	-0.1189	-1.7989
1348.2900	-0.2689	-0.1308	-1.8103
1348.2950	-0.2689	-0.1308	-1.8103
1348.3000	-0.2339	0.2288	-1.8230
1348.3050	-0.2339	0.2288	-1.8230
1348.3100	0.0042	0.0730	-1.8347
1348.3150	0.0042	0.0730	-1.8347
1348.3200	0.0556	-0.0123	-1.8468
1348.3250	0.0556	-0.0123	-1.8468
1348.3300	-0.0185	0.1134	-1.8589
1348.3350	-0.0185	0.1134	-1.8589
1348.3400	-0.1009	-0.0699	-1.8710
1348.3450	-0.1009	-0.0699	-1.8710
1348.3500	-0.0248	-0.0037	-1.8831
1348.3550	-0.0248	-0.0037	-1.8831
1348.3600	-0.0395	-0.0558	-1.8952
1348.3650	-0.0395	-0.0558	-1.8952
1348.3700	-0.0466	0.0483	-1.9073
1348.3750	-0.0466	0.0483	-1.9073
1348.3800	-0.0148	0.0036	-1.9194
1348.3850	-0.0148	0.0036	-1.9194
1348.3900	-0.1314	-0.1522	-1.9314
1348.3950	-0.1314	-0.1522	-1.9314
1348.4000	-0.0099	0.0031	-1.9437
1348.4050	-0.0099	0.0031	-1.9437
1348.4100	0.0198	-0.1611	-1.9559
1348.4150	0.0198	-0.1611	-1.9559
1348.4200	-0.0114	-0.0033	-1.9679
1348.4250	-0.0114	-0.0033	-1.9679
1348.4300	-0.0053	-0.1290	-1.9801
1348.4350	-0.0053	-0.1290	-1.9801
1348.4400	-0.0132	0.0267	-1.9922
1348.4450	-0.0132	0.0267	-1.9922
1348.4500	-0.6433	0.2824	-2.0059
1348.4550	-0.6433	0.2824	-2.0059
1348.4600	0.0333	-0.0844	-2.0165
1348.4650	0.0333	-0.0844	-2.0165
1348.4700	0.1475	0.1905	-2.0283
1348.4750	0.1475	0.1905	-2.0283
1348.4800	0.5248	0.1744	-2.0398
1348.4850	0.5248	0.1744	-2.0398
1348.4900	-0.1096	-0.1427	-2.0528
1348.4950	-0.1096	-0.1427	-2.0528
1348.5000	-0.1096	-0.1427	-2.0528
1348.5050	0.1287	0.0618	-2.0649
1348.5100	0.0132	0.1322	-2.0771
1348.5150	0.0132	0.1322	-2.0771
1348.5200	0.0374	0.3762	-2.0891
1348.5250	0.0374	0.3762	-2.0891
1348.5300	-0.2822	0.0513	-2.1016
1348.5350	-0.2822	0.0513	-2.1016
1348.5400	0.0909	-0.0957	-2.1137
1348.5450	0.0909	-0.0957	-2.1137
1348.5500	0.0049	-0.0219	-2.1258
1348.5550	0.0049	-0.0219	-2.1258
1348.5600	0.0534	-0.1208	-2.1381
1348.5650	0.0534	-0.1208	-2.1381
1348.5700	0.0053	0.1943	-2.1501
1348.5750	0.0053	0.1943	-2.1501
