t	x_1	x_2	xref_1	xref_2	u_1
29221	7.9853	7.9853	8.0000	8.0000	5.6263
29222	7.9853	7.9853	8.0000	8.0000	5.6263
29223	7.9853	7.9853	8.0000	8.0000	5.6263
29224	7.9853	7.9853	8.0000	8.0000	5.6263
29225	7.9853	7.9853	8.0000	8.0000	5.6263
29226	7.9853	7.9853	8.0000	8.0000	5.6263
29227	7.9853	7.9853	8.0000	8.0000	5.6263
29228	7.9853	7.9853	8.0000	8.0000	5.6263
29229	7.9853	7.9853	8.0000	8.0000	5.6263
29230	7.9853	7.9853	8.0000	8.0000	5.6263
29231	7.9853	7.9853	8.0000	8.0000	5.6263
29232	7.9853	7.9853	8.0000	8.0000	5.6263
29233	7.9853	7.9853	8.0000	8.0000	5.6263
29234	7.9853	7.9853	8.0000	8.0000	5.6263
29235	7.9853	7.9853	8.0000	8.0000	5.6263
29236	7.9853	7.9853	8.0000	8.0000	5.6263
29237	7.9853	7.9853	8.0000	8.0000	5.6263
29238	7.9853	7.9853	8.0000	8.0000	5.6263
29239	7.9853	7.9853	8.0000	8.0000	5.6263
29240	7.9853	7.9853	8.0000	8.0000	5.6263
29241	7.9853	7.9853	8.0000	8.0000	5.6263
29242	7.9853	7.9853	8.0000	8.0000	5.6263
29243	7.9853	7.9853	8.0000	8.0000	5.6263
29244	7.9853	7.9853	8.0000	8.0000	5.6263
29245	7.9853	7.9853	8.0000	8.0000	5.6263
29246	7.9853	7.9853	8.0000	8.0000	5.6263
29247	7.9853	7.9853	8.0000	8.0000	5.6263
29248	7.9853	7.9853	8.0000	8.0000	5.6263
29249	7.9853	7.9853	8.0000	8.0000	5.6263
29250	7.9853	7.9853	8.0000	8.0000	5.6263
29251	7.9853	7.9853	8.0000	8.0000	5.6263
29252	7.9853	7.9853	8.0000	8.0000	5.6263
29253	7.9853	7.9853	8.0000	8.0000	5.6263
29254	7.9853	7.9853	8.0000	8.0000	5.6263
29255	7.9853	7.9853	8.0000	8.0000	5.6263
29256	7.9853	7.9853	8.0000	8.0000	5.6263
29257	7.9853	7.9853	8.0000	8.0000	5.6263
29258	7.9853	7.9853	8.0000	8.0000	5.6263
29259	7.9853	7.9853	8.0000	8.0000	5.6263
29260	7.9853	7.9853	8.0000	8.0000	5.6263
29261	7.9853	7.9853	8.0000	8.0000	5.6263
29262	7.9853	7.9853	8.0000	8.0000	5.6263
29263	7.9853	7.9853	8.0000	8.0000	5.6263
29264	7.9853	7.9853	8.0000	8.0000	5.6263
29265	7.9853	7.9853	8.0000	8.0000	5.6263
29266	7.9853	7.9853	8.0000	8.0000	5.6263
29267	7.9853	7.9853	8.0000	8.0000	5.6263
29268	7.9853	7.9853	8.0000	8.0000	5.6263
29269	7.9853	7.9853	8.0000	8.0000	5.6263
29270	7.9853	7.9853	8.0000	8.0000	5.6263
29271	7.9853	7.9853	8.0000	8.0000	5.6263
29272	7.9853	7.9853	8.0000	8.0000	5.6263
29273	7.9853	7.9853	8.0000	8.0000	5.6263
29274	7.9853	7.9853	8.0000	8.0000	5.6263
29275	7.9853	7.9853	8.0000	8.0000	5.6263
29276	7.9853	7.9853	8.0000	8.0000	5.6263
29277	7.9853	7.9853	8.0000	8.0000	5.6263
29278	7.9853	7.9853	8.0000	8.0000	5.6263
29279	7.9853	7.9853	8.0000	8.0000	5.6263
29280	7.9853	7.9853	8.0000	8.0000	5.6263
29281	7.9853	7.9853	8.0000	8.0000	5.6263
29282	7.9853	7.9853	8.0000	8.0000	5.6263
29283	7.9853	7.9853	8.0000	8.0000	5.6263
29284	7.9853	7.9853	8.0000	8.0000	5.6263
29285	7.9853	7.9853	8.0000	8.0000	5.6263
29286	7.9853	7.9853	8.0000	8.0000	5.6263
29287	7.9853	7.9853	8.0000	8.0000	5.6263
29288	7.9853	7.9853	8.0000	8.0000	5.6263
29289	7.9853	7.9853	8.0000	8.0000	5.6263
29290	7.9853	7.9853	8.0000	8.0000	5.6263
29291	7.9853	7.9853	8.0000	8.0000	5.6263
29292	7.9853	7.9853	8.0000	8.0000	5.6263
29293	7.9853	7.9853	8.0000	8.0000	5.6263
29294	7.9853	7.9853	8.0000	8.0000	5.6263
29295	7.9853	7.9853	8.0000	8.0000	5.6263
29296	7.9853	7.9853	8.0000	8.0000	5.6263
29297	7.9853	7.9853	8.0000	8.0000	5.6263
29298	7.9853	7.9853	8.0000	8.0000	5.6263
29299	7.9853	7.9853	8.0000	8.0000	5.6263
29300	7.9853	7.9853	8.0000	8.0000	5.6263
29301	7.9853	7.9853	8.0000	8.0000	5.6263
29302	7.9853	7.9853	8.0000	8.0000	5.6263
29303	7.9853	7.9853	8.0000	8.0000	5.6263
29304	7.9853	7.9853	8.0000	8.0000	5.6263
29305	7.9853	7.9853	8.0000	8.0000	5.6263
29306	7.9853	7.9853	8.0000	8.0000	5.6263
29307	7.9853	7.9853	8.0000	8.0000	5.6263
29308	7.9853	7.9853	8.0000	8.0000	5.6263
29309	7.9853	7.9853	8.0000	8.0000	5.6263
29310	7.9853	7.9853	8.0000	8.0000	5.6263
29311	7.9853	7.9853	8.0000	8.0000	5.6263
29312	7.9853	7.9853	8.0000	8.0000	5.6263
29313	7.9853	7.9853	8.0000	8.0000	5.6263
29314	7.9853	7.9853	8.0000	8.0000	5.6263
29315	7.9853	7.9853	8.0000	8.0000	5.6263
29316	7.9853	7.9853	8.0000	8.0000	5.6263
29317	7.9853	7.9853	8.0000	8.0000	5.6263
29318	7.9853	7.9853	8.0000	8.0000	5.6263
29319	7.9853	7.9853	8.0000	8.0000	5.6263
29320	7.9853	7.9853	8.0000	8.0000	5.6263
29321	7.9853	7.9853	8.0000	8.0000	5.6263
29322	7.9853	7.9853	8.0000	8.0000	5.6263
29323	7.9853	7.9853	8.0000	8.0000	5.6263
29324	7.9853	7.9853	8.0000	8.0000	5.6263
29325	7.9853	7.9853	8.0000	8.0000	5.6263
29326	7.9853	7.9853	8.0000	8.0000	5.6263
29327	7.9853	7.9853	8.0000	8.0000	5.6263
29328	7.9853	7.9853	8.0000	8.0000	5.6263
29329	7.9853	7.9853	8.0000	8.0000	5.6263
29330	7.9853	7.9853	8.0000	8.0000	5.6263
29331	7.9853	7.9853	8.0000	8.0000	5.6263
29332	7.9853	7.9853	8.0000	8.0000	5.6263
29333	7.9853	7.9853	8.0000	8.0000	5.6263
29334	7.9853	7.9853	8.0000	8.0000	5.6263
29335	7.9853	7.9853	8.0000	8.0000	5.6263
29336	7.9853	7.9853	8.0000	8.0000	5.6263
29337	7.9853	7.9853	8.0000	8.0000	5.6263
29338	7.9853	7.9853	8.0000	8.0000	5.6263
29339	7.9853	7.9853	8.0000	8.0000	5.6263
29340	7.9853	7.9853	8.0000	8.0000	5.6263
29341	7.9853	7.9853	8.0000	8.0000	5.6263
29342	7.9853	7.9853	8.0000	8.0000	5.6263
29343	7.9853	7.9853	8.0000	8.0000	5.6263
29344	7.9853	7.9853	8.0000	8.0000	5.6263
29345	7.9853	7.9853	8.0000	8.0000	5.6263
29346	7.9853	7.9853	8.0000	8.0000	5.6263
29347	7.9853	7.9853	8.0000	8.0000	5.6263
29348	7.9853	7.9853	8.0000	8.0000	5.6263
29349	7.9853	7.9853	8.0000	8.0000	5.6263
29350	7.9853	7.9853	8.0000	8.0000	5.6263
29351	7.9853	7.9853	8.0000	8.0000	5.6263
29352	7.9853	7.9853	8.0000	8.0000	5.6263
29353	7.9853	7.9853	8.0000	8.0000	5.6263
29354	7.9853	7.9853	8.0000	8.0000	5.6263
29355	7.9853	7.9853	8.0000	8.0000	5.6263
29356	7.9853	7.9853	8.0000	8.0000	5.6263
29357	7.9853	7.9853	8.0000	8.0000	5.6263
29358	7.9853	7.9853	8.0000	8.0000	5.6263
29359	7.9853	7.9853	8.0000	8.0000	5.6263
29360	7.9853	7.9853	8.0000	8.0000	5.6263
29361	7.9853	7.9853	8.0000	8.0000	5.6263
29362	7.9853	7.9853	8.0000	8.0000	5.6263
29363	7.9853	7.9853	8.0000	8.0000	5.6263
29364	7.9853	7.9853	8.0000	8.0000	5.6263
29365	7.9853	7.9853	8.0000	8.0000	5.6263
29366	7.9853	7.9853	8.0000	8.0000	5.6263
29367	7.9853	7.9853	8.0000	8.0000	5.6263
29368	7.9853	7.9853	8.0000	8.0000	5.6263
29369	7.9853	7.9853	8.0000	8.0000	5.6263
29370	7.9853	7.9853	8.0000	8.0000	5.6263
29371	7.9853	7.9853	8.0000	8.0000	5.6263
29372	7.9853	7.9853	8.0000	8.0000	5.6263
29373	7.9853	7.9853	8.0000	8.0000	5.6263
29374	7.9853	7.9853	8.0000	8.0000	5.6263
29375	7.9853	7.9853	8.0000	8.0000	5.6263
29376	7.9853	7.9853	8.0000	8.0000	5.6263
29377	7.9853	7.9853	8.0000	8.0000	5.6263
29378	7.9853	7.9853	8.0000	8.0000	5.6263
29379	7.9853	7.9853	8.0000	8.0000	5.6263
29380	7.9853	7.9853	8.0000	8.0000	5.6263
29381	7.9853	7.9853	8.0000	8.0000	5.6263
29382	7.9853	7.9853	8.0000	8.0000	5.6263
29383	7.9853	7.9853	8.0000	8.0000	5.6263
29384	7.9853	7.9853	8.0000	8.0000	5.6263
29385	7.9853	7.9853	8.0000	8.0000	5.6263
29386	7.9853	7.9853	8.0000	8.0000	5.6263
29387	7.9853	7.9853	8.0000	8.0000	5.6263
29388	7.9853	7.9853	8.0000	8.0000	5.6263
29389	7.9853	7.9853	8.0000	8.0000	5.6263
29390	7.9853	7.9853	8.0000	8.0000	5.6263
29391	7.9853	7.9853	8.0000	8.0000	5.6263
29392	7.9853	7.9853	8.0000	8.0000	5.6263
29393	7.9853	7.9853	8.0000	8.0000	5.6263
29394	7.9853	7.9853	8.0000	8.0000	5.6263
29395	7.9853	7.9853	8.0000	8.0000	5.6263
29396	7.9853	7.9853	8.0000	8.0000	5.6263
29397	7.9853	7.9853	8.0000	8.0000	5.6263
29398	7.9853	7.9853	8.0000	8.0000	5.6263
29399	7.9853	7.9853	8.0000	8.0000	5.6263
29400	7.9853	7.9853	8.0000	8.0000	5.6263
29401	7.9853	7.9853	8.0000	8.0000	5.6263
29402	7.9853	7.9853	8.0000	8.0000	5.6263
29403	7.9853	7.9853	8.0000	8.0000	5.6263
29404	7.9853	7.9853	8.0000	8.0000	5.6263
29405	7.9853	7.9853	8.0000	8.0000	5.6263
29406	7.9853	7.9853	8.0000	8.0000	5.6263
29407	7.9853	7.9853	8.0000	8.0000	5.6263
29408	7.9853	7.9853	8.0000	8.0000	5.6263
29409	7.9853	7.9853	8.0000	8.0000	5.6263
29410	7.9853	7.9853	8.0000	8.0000	5.6263
29411	7.9853	7.9853	8.0000	8.0000	5.6263
29412	7.9853	7.9853	8.0000	8.0000	5.6263
29413	7.9853	7.9853	8.0000	8.0000	5.6263
29414	7.9853	7.9853	8.0000	8.0000	5.6263
29415	7.9853	7.9853	8.0000	8.0000	5.6263
29416	7.9853	7.9853	8.0000	8.0000	5.6263
29417	7.9853	7.9853	8.0000	8.0000	5.6263
29418	7.9853	7.9853	8.0000	8.0000	5.6263
29419	7.9853	7.9853	8.0000	8.0000	5.6263
29420	7.9853	7.9853	8.0000	8.0000	5.6263
29421	7.9853	7.9853	8.0000	8.0000	5.6263
29422	7.9853	7.9853	8.0000	8.0000	5.6263
29423	7.9853	7.9853	8.0000	8.0000	5.6263
29424	7.9853	7.9853	8.0000	8.0000	5.6263
29425	7.9853	7.9853	8.0000	8.0000	5.6263
29426	7.9853	7.9853	8.0000	8.0000	5.6263
29427	7.9853	7.9853	8.0000	8.0000	5.6263
29428	7.9853	7.9853	8.0000	8.0000	5.6263
29429	7.9853	7.9853	8.0000	8.0000	5.6263
29430	7.9853	7.9853	8.0000	8.0000	5.6263
29431	7.9853	7.9853	8.0000	8.0000	5.6263
29432	7.9853	7.9853	8.0000	8.0000	5.6263
29433	7.9853	7.9853	8.0000	8.0000	5.6263
29434	7.9853	7.9853	8.0000	8.0000	5.6263
29435	7.9853	7.9853	8.0000	8.0000	5.6263
29436	7.9853	7.9853	8.0000	8.0000	5.6263
29437	7.9853	7.9853	8.0000	8.0000	5.6263
29438	7.9853	7.9853	8.0000	8.0000	5.6263
29439	7.9853	7.9853	8.0000	8.0000	5.6263
29440	7.9853	7.9853	8.0000	8.0000	5.6263
29441	7.9853	7.9853	8.0000	8.0000	5.6263
29442	7.9853	7.9853	8.0000	8.0000	5.6263
29443	7.9853	7.9853	8.0000	8.0000	5.6263
29444	7.9853	7.9853	8.0000	8.0000	5.6263
29445	7.9853	7.9853	8.0000	8.0000	5.6263
29446	7.9853	7.9853	8.0000	8.0000	5.6263
29447	7.9853	7.9853	8.0000	8.0000	5.6263
29448	7.9853	7.9853	8.0000	8.0000	5.6263
29449	7.9853	7.9853	8.0000	8.0000	5.6263
29450	7.9853	7.9853	8.0000	8.0000	5.6263
29451	7.9853	7.9853	8.0000	8.0000	5.6263
29452	7.9853	7.9853	8.0000	8.0000	5.6263
29453	7.9853	7.9853	8.0000	8.0000	5.6263
29454	7.9853	7.9853	8.0000	8.0000	5.6263
29455	7.9853	7.9853	8.0000	8.0000	5.6263
29456	7.9853	7.9853	8.0000	8.0000	5.6263
29457	7.9853	7.9853	8.0000	8.0000	5.6263
29458	7.9853	7.9853	8.0000	8.0000	5.6263
29459	7.9853	7.9853	8.0000	8.0000	5.6263
29460	7.9853	7.9853	8.0000	8.0000	5.6263
29461	7.9853	7.9853	8.0000	8.0000	5.6263
29462	7.9853	7.9853	8.0000	8.0000	5.6263
29463	7.9853	7.9853	8.0000	8.0000	5.6263
29464	7.9853	7.9853	8.0000	8.0000	5.6263
29465	7.9853	7.9853	8.0000	8.0000	5.6263
29466	7.9853	7.9853	8.0000	8.0000	5.6263
29467	7.9853	7.9853	8.0000	8.0000	5.6263
29468	7.9853	7.9853	8.0000	8.0000	5.6263
29469	7.9853	7.9853	8.0000	8.0000	5.6263
29470	7.9853	7.9853	8.0000	8.0000	5.6263
29471	7.9853	7.9853	8.0000	8.0000	5.6263
29472	7.9853	7.9853	8.0000	8.0000	5.6263
29473	7.9853	7.9853	8.0000	8.0000	5.6263
29474	7.9853	7.9853	8.0000	8.0000	5.6263
29475	7.9853	7.9853	8.0000	8.0000	5.6263
29476	7.9853	7.9853	8.0000	8.0000	5.6263
29477	7.9853	7.9853	8.0000	8.0000	5.6263
29478	7.9853	7.9853	8.0000	8.0000	5.6263
29479	7.9853	7.9853	8.0000	8.0000	5.6263
29480	7.9853	7.9853	8.0000	8.0000	5.6263
29481	7.9853	7.9853	8.0000	8.0000	5.6263
29482	7.9853	7.9853	8.0000	8.0000	5.6263
29483	7.9853	7.9853	8.0000	8.0000	5.6263
29484	7.9853	7.9853	8.0000	8.0000	5.6263
29485	7.9853	7.9853	8.0000	8.0000	5.6263
29486	7.9853	7.9853	8.0000	8.0000	5.6263
29487	7.9853	7.9853	8.0000	8.0000	5.6263
29488	7.9853	7.9853	8.0000	8.0000	5.6263
29489	7.9853	7.9853	8.0000	8.0000	5.6263
29490	7.9853	7.9853	8.0000	8.0000	5.6263
29491	7.9853	7.9853	8.0000	8.0000	5.6263
29492	7.9853	7.9853	8.0000	8.0000	5.6263
29493	7.9853	7.9853	8.0000	8.0000	5.6263
29494	7.9853	7.9853	8.0000	8.0000	5.6263
29495	7.9853	7.9853	8.0000	8.0000	5.6263
29496	7.9853	7.9853	8.0000	8.0000	5.6263
29497	7.9853	7.9853	8.0000	8.0000	5.6263
29498	7.9853	7.9853	8.0000	8.0000	5.6263
29499	7.9853	7.9853	8.0000	8.0000	5.6263
29500	7.9853	7.9853	8.0000	8.0000	5.6263
29501	7.9853	7.9853	8.0000	8.0000	5.6263
29502	7.9853	7.9853	8.0000	8.0000	5.6263
29503	7.9853	7.9853	8.0000	8.0000	5.6263
29504	7.9853	7.9853	8.0000	8.0000	5.6263
29505	7.9853	7.9853	8.0000	8.0000	5.6263
29506	7.9853	7.9853	8.0000	8.0000	5.6263
29507	7.9853	7.9853	8.0000	8.0000	5.6263
29508	7.9853	7.9853	8.0000	8.0000	5.6263
29509	7.9853	7.9853	8.0000	8.0000	5.6263
29510	7.9853	7.9853	8.0000	8.0000	5.6263
29511	7.9853	7.9853	8.0000	8.0000	5.6263
29512	7.9853	7.9853	8.0000	8.0000	5.6263
29513	7.9853	7.9853	8.0000	8.0000	5.6263
29514	7.9853	7.9853	8.0000	8.0000	5.6263
29515	7.9853	7.9853	8.0000	8.0000	5.6263
29516	7.9853	7.9853	8.0000	8.0000	5.6263
29517	7.9853	7.9853	8.0000	8.0000	5.6263
29518	7.9853	7.9853	8.0000	8.0000	5.6263
29519	7.9853	7.9853	8.0000	8.0000	5.6263
29520	7.9853	7.9853	8.0000	8.0000	5.6263
29521	7.9853	7.9853	8.0000	8.0000	5.6263
29522	7.9853	7.9853	8.0000	8.0000	5.6263
29523	7.9853	7.9853	8.0000	8.0000	5.6263
29524	7.9853	7.9853	8.0000	8.0000	5.6263
29525	7.9853	7.9853	8.0000	8.0000	5.6263
29526	7.9853	7.9853	8.0000	8.0000	5.6263
29527	7.9853	7.9853	8.0000	8.0000	5.6263
29528	7.9853	7.9853	8.0000	8.0000	5.6263
29529	7.9853	7.9853	8.0000	8.0000	5.6263
29530	7.9853	7.9853	8.0000	8.0000	5.6263
29531	7.9853	7.9853	8.0000	8.0000	5.6263
29532	7.9853	7.9853	8.0000	8.0000	5.6263
29533	7.9853	7.9853	8.0000	8.0000	5.6263
29534	7.9853	7.9853	8.0000	8.0000	5.6263
29535	7.9853	7.9853	8.0000	8.0000	5.6263
29536	7.9853	7.9853	8.0000	8.0000	5.6263
29537	7.9853	7.9853	8.0000	8.0000	5.6263
29538	7.9853	7.9853	8.0000	8.0000	5.6263
29539	7.9853	7.9853	8.0000	8.0000	5.6263
29540	7.9853	7.9853	8.0000	8.0000	5.6263
29541	7.9853	7.9853	8.0000	8.0000	5.6263
29542	7.9853	7.9853	8.0000	8.0000	5.6263
29543	7.9853	7.9853	8.0000	8.0000	5.6263
29544	7.9853	7.9853	8.0000	8.0000	5.6263
29545	7.9853	7.9853	8.0000	8.0000	5.6263
29546	7.9853	7.9853	8.0000	8.0000	5.6263
29547	7.9853	7.9853	8.0000	8.0000	5.6263
29548	7.9853	7.9853	8.0000	8.0000	5.6263
29549	7.9853	7.9853	8.0000	8.0000	5.6263
29550	7.9853	7.9853	8.0000	8.0000	5.6263
29551	7.9853	7.9853	8.0000	8.0000	5.6263
29552	7.9853	7.9853	8.0000	8.0000	5.6263
29553	7.9853	7.9853	8.0000	8.0000	5.6263
29554	7.9853	7.9853	8.0000	8.0000	5.6263
29555	7.9853	7.9853	8.0000	8.0000	5.6263
29556	7.9853	7.9853	8.0000	8.0000	5.6263
29557	7.9853	7.9853	8.0000	8.0000	5.6263
29558	7.9853	7.9853	8.0000	8.0000	5.6263
29559	7.9853	7.9853	8.0000	8.0000	5.6263
29560	7.9853	7.9853	8.0000	8.0000	5.6263
29561	7.9853	7.9853	8.0000	8.0000	5.6263
29562	7.9853	7.9853	8.0000	8.0000	5.6263
29563	7.9853	7.9853	8.0000	8.0000	5.6263
29564	7.9853	7.9853	8.0000	8.0000	5.6263
29565	7.9853	7.9853	8.0000	8.0000	5.6263
29566	7.9853	7.9853	8.0000	8.0000	5.6263
29567	7.9853	7.9853	8.0000	8.0000	5.6263
29568	7.9853	7.9853	8.0000	8.0000	5.6263
29569	7.9853	7.9853	8.0000	8.0000	5.6263
29570	7.9853	7.9853	8.0000	8.0000	5.6263
29571	7.9853	7.9853	8.0000	8.0000	5.6263
29572	7.9853	7.9853	8.0000	8.0000	5.6263
29573	7.9853	7.9853	8.0000	8.0000	5.6263
29574	7.9853	7.9853	8.0000	8.0000	5.6263
29575	7.9853	7.9853	8.0000	8.0000	5.6263
29576	7.9853	7.9853	8.0000	8.0000	5.6263
29577	7.9853	7.9853	8.0000	8.0000	5.6263
29578	7.9853	7.9853	8.0000	8.0000	5.6263
29579	7.9853	7.9853	8.0000	8.0000	5.6263
29580	7.9853	7.9853	8.0000	8.0000	5.6263
29581	7.9853	7.9853	8.0000	8.0000	5.6263
29582	7.9853	7.9853	8.0000	8.0000	5.6263
29583	7.9853	7.9853	8.0000	8.0000	5.6263
29584	7.9853	7.9853	8.0000	8.0000	5.6263
29585	7.9853	7.9853	8.0000	8.0000	5.6263
29586	7.9853	7.9853	8.0000	8.0000	5.6263
29587	7.9853	7.9853	8.0000	8.0000	5.6263
29588	7.9853	7.9853	8.0000	8.0000	5.6263
29589	7.9853	7.9853	8.0000	8.0000	5.6263
29590	7.9853	7.9853	8.0000	8.0000	5.6263
29591	7.9853	7.9853	8.0000	8.0000	5.6263
29592	7.9853	7.9853	8.0000	8.0000	5.6263
29593	7.9853	7.9853	8.0000	8.0000	5.6263
29594	7.9853	7.9853	8.0000	8.0000	5.6263
29595	7.9853	7.9853	8.0000	8.0000	5.6263
29596	7.9853	7.9853	8.0000	8.0000	5.6263
29597	7.9853	7.9853	8.0000	8.0000	5.6263
29598	7.9853	7.9853	8.0000	8.0000	5.6263
29599	7.9853	7.9853	8.0000	8.0000	5.6263
29600	7.9853	7.9853	8.0000	8.0000	5.6263
29601	7.9853	7.9853	8.0000	8.0000	5.6263
29602	7.9853	7.9853	8.0000	8.0000	5.6263
29603	7.9853	7.9853	8.0000	8.0000	5.6263
29604	7.9853	7.9853	8.0000	8.0000	5.6263
29605	7.9853	7.9853	8.0000	8.0000	5.6263
29606	7.9853	7.9853	8.0000	8.0000	5.6263
29607	7.9853	7.9853	8.0000	8.0000	5.6263
29608	7.9853	7.9853	8.0000	8.0000	5.6263
29609	7.9853	7.9853	8.0000	8.0000	5.6263
29610	7.9853	7.9853	8.0000	8.0000	5.6263
29611	7.9853	7.9853	8.0000	8.0000	5.6263
29612	7.9853	7.9853	8.0000	8.0000	5.6263
29613	7.9853	7.9853	8.0000	8.0000	5.6263
29614	7.9853	7.9853	8.0000	8.0000	5.6263
29615	7.9853	7.9853	8.0000	8.0000	5.6263
29616	7.9853	7.9853	8.0000	8.0000	5.6263
29617	7.9853	7.9853	8.0000	8.0000	5.6263
29618	7.9853	7.9853	8.0000	8.0000	5.6263
29619	7.9853	7.9853	8.0000	8.0000	5.6263
29620	7.9853	7.9853	8.0000	8.0000	5.6263
29621	7.9853	7.9853	8.0000	8.0000	5.6263
29622	7.9853	7.9853	8.0000	8.0000	5.6263
29623	7.9853	7.9853	8.0000	8.0000	5.6263
29624	7.9853	7.9853	8.0000	8.0000	5.6263
29625	7.9853	7.9853	8.0000	8.0000	5.6263
29626	7.9853	7.9853	8.0000	8.0000	5.6263
29627	7.9853	7.9853	8.0000	8.0000	5.6263
29628	7.9853	7.9853	8.0000	8.0000	5.6263
29629	7.9853	7.9853	8.0000	8.0000	5.6263
29630	7.9853	7.9853	8.0000	8.0000	5.6263
29631	7.9853	7.9853	8.0000	8.0000	5.6263
29632	7.9853	7.9853	8.0000	8.0000	5.6263
29633	7.9853	7.9853	8.0000	8.0000	5.6263
29634	7.9853	7.9853	8.0000	8.0000	5.6263
29635	7.9853	7.9853	8.0000	8.0000	5.6263
29636	7.9853	7.9853	8.0000	8.0000	5.6263
29637	7.9853	7.9853	8.0000	8.0000	5.6263
29638	7.9853	7.9853	8.0000	8.0000	5.6263
29639	7.9853	7.9853	8.0000	8.0000	5.6263
29640	7.9853	7.9853	8.0000	8.0000	5.6263
29641	7.9853	7.9853	8.0000	8.0000	5.6263
29642	7.9853	7.9853	8.0000	8.0000	5.6263
29643	7.9853	7.9853	8.0000	8.0000	5.6263
29644	7.9853	7.9853	8.0000	8.0000	5.6263
29645	7.9853	7.9853	8.0000	8.0000	5.6263
29646	7.9853	7.9853	8.0000	8.0000	5.6263
29647	7.9853	7.9853	8.0000	8.0000	5.6263
29648	7.9853	7.9853	8.0000	8.0000	5.6263
29649	7.9853	7.9853	8.0000	8.0000	5.6263
29650	7.9853	7.9853	8.0000	8.0000	5.6263
29651	7.9853	7.9853	8.0000	8.0000	5.6263
29652	7.9853	7.9853	8.0000	8.0000	5.6263
29653	7.9853	7.9853	8.0000	8.0000	5.6263
29654	7.9853	7.9853	8.0000	8.0000	5.6263
29655	7.9853	7.9853	8.0000	8.0000	5.6263
29656	7.9853	7.9853	8.0000	8.0000	5.6263
29657	7.9853	7.9853	8.0000	8.0000	5.6263
29658	7.9853	7.9853	8.0000	8.0000	5.6263
29659	7.9853	7.9853	8.0000	8.0000	5.6263
29660	7.9853	7.9853	8.0000	8.0000	5.6263
29661	7.9853	7.9853	8.0000	8.0000	5.6263
29662	7.9853	7.9853	8.0000	8.0000	5.6263
29663	7.9853	7.9853	8.0000	8.0000	5.6263
29664	7.9853	7.9853	8.0000	8.0000	5.6263
29665	7.9853	7.9853	8.0000	8.0000	5.6263
29666	7.9853	7.9853	8.0000	8.0000	5.6263
29667	7.9853	7.9853	8.0000	8.0000	5.6263
29668	7.9853	7.9853	8.0000	8.0000	5.6263
29669	7.9853	7.9853	8.0000	8.0000	5.6263
29670	7.9853	7.9853	8.0000	8.0000	5.6263
29671	7.9853	7.9853	8.0000	8.0000	5.6263
29672	7.9853	7.9853	8.0000	8.0000	5.6263
29673	7.9853	7.9853	8.0000	8.0000	5.6263
29674	7.9853	7.9853	8.0000	8.0000	5.6263
29675	7.9853	7.9853	8.0000	8.0000	5.6263
29676	7.9853	7.9853	8.0000	8.0000	5.6263
29677	7.9853	7.9853	8.0000	8.0000	5.6263
29678	7.9853	7.9853	8.0000	8.0000	5.6263
29679	7.9853	7.9853	8.0000	8.0000	5.6263
29680	7.9853	7.9853	8.0000	8.0000	5.6263
29681	7.9853	7.9853	8.0000	8.0000	5.6263
29682	7.9853	7.9853	8.0000	8.0000	5.6263
29683	7.9853	7.9853	8.0000	8.0000	5.6263
29684	7.9853	7.9853	8.0000	8.0000	5.6263
29685	7.9853	7.9853	8.0000	8.0000	5.6263
29686	7.9853	7.9853	8.0000	8.0000	5.6263
29687	7.9853	7.9853	8.0000	8.0000	5.6263
29688	7.9853	7.9853	8.0000	8.0000	5.6263
29689	7.9853	7.9853	8.0000	8.0000	5.6263
29690	7.9853	7.9853	8.0000	8.0000	5.6263
29691	7.9853	7.9853	8.0000	8.0000	5.6263
29692	7.9853	7.9853	8.0000	8.0000	5.6263
29693	7.9853	7.9853	8.0000	8.0000	5.6263
29694	7.9853	7.9853	8.0000	8.0000	5.6263
29695	7.9853	7.9853	8.0000	8.0000	5.6263
29696	7.9853	7.9853	8.0000	8.0000	5.6263
29697	7.9853	7.9853	8.0000	8.0000	5.6263
29698	7.9853	7.9853	8.0000	8.0000	5.6263
29699	7.9853	7.9853	8.0000	8.0000	5.6263
29700	7.9853	7.9853	8.0000	8.0000	5.6263
29701	7.9853	7.9853	8.0000	8.0000	5.6263
29702	7.9853	7.9853	8.0000	8.0000	5.6263
29703	7.9853	7.9853	8.0000	8.0000	5.6263
29704	7.9853	7.9853	8.0000	8.0000	5.6263
29705	7.9853	7.9853	8.0000	8.0000	5.6263
29706	7.9853	7.9853	8.0000	8.0000	5.6263
29707	7.9853	7.9853	8.0000	8.0000	5.6263
29708	7.9853	7.9853	8.0000	8.0000	5.6263
29709	7.9853	7.9853	8.0000	8.0000	5.6263
29710	7.9853	7.9853	8.0000	8.0000	5.6263
29711	7.9853	7.9853	8.0000	8.0000	5.6263
29712	7.9853	7.9853	8.0000	8.0000	5.6263
29713	7.9853	7.9853	8.0000	8.0000	5.6263
29714	7.9853	7.9853	8.0000	8.0000	5.6263
29715	7.9853	7.9853	8.0000	8.0000	5.6263
29716	7.9853	7.9853	8.0000	8.0000	5.6263
29717	7.9853	7.9853	8.0000	8.0000	5.6263
29718	7.9853	7.9853	8.0000	8.0000	5.6263
29719	7.9853	7.9853	8.0000	8.0000	5.6263
