x_1	x_2	xref_1	xref_2	u_1
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8731	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8732	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8733	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8734	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8735	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8736	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
7.8746	7.8737	8.0000	8.0000	5.5871
